Area Name,Year,Month,Regional Unemployment Rate
Merced County,2017,December,9.0
Modoc County,2017,December,9.3
Mono County,2017,December,4.0
Monterey County,2017,December,8.6
Napa County,2017,December,3.7
Nevada County,2017,December,3.6
Orange County,2017,December,3.0
Placer County,2017,December,3.3
Plumas County,2017,December,9.2
Riverside County,2017,December,4.5
Sacramento County,2017,December,4.0
San Benito County,2017,December,5.5
San Bernardino County,2017,December,4.1
San Diego County,2017,December,3.4
San Francisco County,2017,December,2.5
San Joaquin County,2017,December,6.5
San Luis Obispo County,2017,December,3.1
San Mateo County,2017,December,2.3
Santa Barbara County,2017,December,4.4
Santa Clara County,2017,December,2.7
Santa Cruz County,2017,December,5.8
Shasta County,2017,December,5.2
Sierra County,2017,December,5.8
Siskiyou County,2017,December,7.6
Solano County,2017,December,4.2
Sonoma County,2017,December,2.9
Stanislaus County,2017,December,6.9
Sutter County,2017,December,8.6
Tehama County,2017,December,5.6
Trinity County,2017,December,6.3
Tulare County,2017,December,10.5
Tuolumne County,2017,December,4.9
Ventura County,2017,December,4.1
Yolo County,2017,December,4.7
Yuba County,2017,December,6.8
Alameda County,2018,January,3.4
Alpine County,2018,January,4.4
Amador County,2018,January,4.9
Butte County,2018,January,5.9
Calaveras County,2018,January,4.7
Colusa County,2018,January,18.5
Contra Costa County,2018,January,3.6
Del Norte County,2018,January,6.9
El Dorado County,2018,January,4.2
Fresno County,2018,January,8.9
Glenn County,2018,January,7.9
Humboldt County,2018,January,4.2
Imperial County,2018,January,17.8
Inyo County,2018,January,4.4
Kern County,2018,January,9.4
Kings County,2018,January,9.4
Lake County,2018,January,6.3
Lassen County,2018,January,5.9
Los Angeles County,2018,January,4.9
Madera County,2018,January,8.5
Marin County,2018,January,2.7
Mariposa County,2018,January,6.9
Mendocino County,2018,January,4.8
Merced County,2018,January,10.2
Modoc County,2018,January,11.0
Mono County,2018,January,4.0
Monterey County,2018,January,9.8
Napa County,2018,January,4.0
Nevada County,2018,January,3.9
Orange County,2018,January,3.2
Placer County,2018,January,3.6
Plumas County,2018,January,10.9
Riverside County,2018,January,4.8
Sacramento County,2018,January,4.4
San Benito County,2018,January,6.1
San Bernardino County,2018,January,4.5
San Diego County,2018,January,3.7
San Francisco County,2018,January,2.8
San Joaquin County,2018,January,7.2
San Luis Obispo County,2018,January,3.5
San Mateo County,2018,January,2.5
Santa Barbara County,2018,January,5.3
Santa Clara County,2018,January,3.0
Santa Cruz County,2018,January,6.4
Shasta County,2018,January,5.8
Sierra County,2018,January,7.5
Siskiyou County,2018,January,8.9
Solano County,2018,January,4.6
Sonoma County,2018,January,3.3
Stanislaus County,2018,January,7.5
Sutter County,2018,January,9.7
Tehama County,2018,January,6.5
Trinity County,2018,January,6.9
Tulare County,2018,January,11.4
Tuolumne County,2018,January,5.6
Ventura County,2018,January,4.4
Yolo County,2018,January,5.3
Yuba County,2018,January,7.7
Alameda County,2018,February,3.3
Alpine County,2018,February,3.6
Amador County,2018,February,4.8
Butte County,2018,February,5.9
Calaveras County,2018,February,4.6
Colusa County,2018,February,19.3
Contra Costa County,2018,February,3.4
Del Norte County,2018,February,6.3
El Dorado County,2018,February,4.1
Fresno County,2018,February,9.2
Glenn County,2018,February,7.7
Humboldt County,2018,February,4.0
Imperial County,2018,February,17.3
Inyo County,2018,February,4.5
Kern County,2018,February,9.7
Kings County,2018,February,9.7
Lake County,2018,February,5.8
Lassen County,2018,February,6.3
Los Angeles County,2018,February,4.7
Madera County,2018,February,8.2
Marin County,2018,February,2.6
Mariposa County,2018,February,7.3
Mendocino County,2018,February,4.7
Merced County,2018,February,10.7
Modoc County,2018,February,11.0
Mono County,2018,February,4.1
Monterey County,2018,February,10.2
Napa County,2018,February,3.4
Nevada County,2018,February,3.9
Orange County,2018,February,3.1
Placer County,2018,February,3.5
Plumas County,2018,February,11.5
Riverside County,2018,February,4.6
Sacramento County,2018,February,4.2
San Benito County,2018,February,6.2
San Bernardino County,2018,February,4.4
San Diego County,2018,February,3.5
San Francisco County,2018,February,2.6
San Joaquin County,2018,February,7.1
San Luis Obispo County,2018,February,3.2
San Mateo County,2018,February,2.4
Santa Barbara County,2018,February,5.0
Santa Clara County,2018,February,2.9
Santa Cruz County,2018,February,6.8
Shasta County,2018,February,6.0
Sierra County,2018,February,8.6
Siskiyou County,2018,February,9.3
Solano County,2018,February,4.4
Sonoma County,2018,February,3.1
Stanislaus County,2018,February,7.4
Sutter County,2018,February,9.9
Tehama County,2018,February,6.5
Trinity County,2018,February,7.9
Tulare County,2018,February,11.5
Tuolumne County,2018,February,5.6
Ventura County,2018,February,4.1
Yolo County,2018,February,5.3
Yuba County,2018,February,7.6
Alameda County,2018,March,3.1
Alpine County,2018,March,3.6
Amador County,2018,March,4.7
Butte County,2018,March,5.5
Calaveras County,2018,March,4.5
Colusa County,2018,March,18.8
Contra Costa County,2018,March,3.3
Del Norte County,2018,March,6.0
El Dorado County,2018,March,4.0
Fresno County,2018,March,9.1
Glenn County,2018,March,7.8
Humboldt County,2018,March,3.9
Imperial County,2018,March,17.1
Inyo County,2018,March,4.4
Kern County,2018,March,10.0
Kings County,2018,March,9.5
Lake County,2018,March,5.8
Lassen County,2018,March,6.2
Los Angeles County,2018,March,4.5
Madera County,2018,March,8.5
Marin County,2018,March,2.4
Mariposa County,2018,March,6.9
Mendocino County,2018,March,4.6
Merced County,2018,March,10.6
Modoc County,2018,March,10.5
Mono County,2018,March,3.9
Monterey County,2018,March,9.6
Napa County,2018,March,3.2
Nevada County,2018,March,3.8
Orange County,2018,March,2.9
Placer County,2018,March,3.3
Plumas County,2018,March,11.6
Riverside County,2018,March,4.4
Sacramento County,2018,March,4.0
San Benito County,2018,March,6.1
San Bernardino County,2018,March,4.1
San Diego County,2018,March,3.4
San Francisco County,2018,March,2.5
San Joaquin County,2018,March,6.9
San Luis Obispo County,2018,March,3.1
San Mateo County,2018,March,2.3
Santa Barbara County,2018,March,4.6
Santa Clara County,2018,March,2.7
Santa Cruz County,2018,March,6.6
Shasta County,2018,March,5.9
Sierra County,2018,March,7.9
Siskiyou County,2018,March,8.9
Solano County,2018,March,4.2
Sonoma County,2018,March,2.9
Stanislaus County,2018,March,7.4
Sutter County,2018,March,10.0
Tehama County,2018,March,6.6
Trinity County,2018,March,8.0
Tulare County,2018,March,11.7
Tuolumne County,2018,March,5.4
Ventura County,2018,March,3.8
Yolo County,2018,March,5.0
Yuba County,2018,March,7.5
Alameda County,2018,April,2.8
Alpine County,2018,April,3.8
Amador County,2018,April,4.1
Butte County,2018,April,4.9
Calaveras County,2018,April,4.0
Colusa County,2018,April,15.1
Contra Costa County,2018,April,3.0
Del Norte County,2018,April,5.5
El Dorado County,2018,April,3.5
Fresno County,2018,April,7.9
Glenn County,2018,April,6.8
Humboldt County,2018,April,3.5
Imperial County,2018,April,16.3
Inyo County,2018,April,3.8
Kern County,2018,April,8.6
Kings County,2018,April,8.4
Lake County,2018,April,5.3
Lassen County,2018,April,5.3
Los Angeles County,2018,April,4.3
Madera County,2018,April,7.8
Marin County,2018,April,2.3
Mariposa County,2018,April,5.5
Mendocino County,2018,April,4.0
Merced County,2018,April,9.2
Modoc County,2018,April,8.1
Mono County,2018,April,3.5
Monterey County,2018,April,7.0
Napa County,2018,April,2.9
Nevada County,2018,April,3.4
Orange County,2018,April,2.7
Placer County,2018,April,3.0
Plumas County,2018,April,9.3
Riverside County,2018,April,4.0
Sacramento County,2018,April,3.7
San Benito County,2018,April,5.3
San Bernardino County,2018,April,3.8
San Diego County,2018,April,3.1
San Francisco County,2018,April,2.2
San Joaquin County,2018,April,6.1
San Luis Obispo County,2018,April,2.8
San Mateo County,2018,April,2.1
Santa Barbara County,2018,April,3.8
Santa Clara County,2018,April,2.5
Santa Cruz County,2018,April,5.7
Shasta County,2018,April,5.1
Sierra County,2018,April,6.7
Siskiyou County,2018,April,7.1
Solano County,2018,April,3.8
Sonoma County,2018,April,2.7
Stanislaus County,2018,April,6.6
Sutter County,2018,April,8.4
Tehama County,2018,April,5.8
Trinity County,2018,April,6.4
Tulare County,2018,April,9.9
Tuolumne County,2018,April,4.7
Ventura County,2018,April,3.4
Yolo County,2018,April,4.2
Yuba County,2018,April,6.5
Alameda County,2018,May,2.6
Alpine County,2018,May,5.3
Amador County,2018,May,3.6
Butte County,2018,May,4.3
Calaveras County,2018,May,3.5
Colusa County,2018,May,11.0
Contra Costa County,2018,May,2.8
Del Norte County,2018,May,4.8
El Dorado County,2018,May,3.2
Fresno County,2018,May,6.9
Glenn County,2018,May,5.9
Humboldt County,2018,May,3.0
Imperial County,2018,May,16.9
Inyo County,2018,May,3.4
Kern County,2018,May,7.7
Kings County,2018,May,6.9
Lake County,2018,May,4.5
Lassen County,2018,May,4.2
Los Angeles County,2018,May,4.2
Madera County,2018,May,6.5
Marin County,2018,May,2.1
Mariposa County,2018,May,4.4
Mendocino County,2018,May,3.2
Merced County,2018,May,7.8
Modoc County,2018,May,6.3
Mono County,2018,May,3.9
Monterey County,2018,May,5.2
Napa County,2018,May,2.4
Nevada County,2018,May,3.2
Orange County,2018,May,2.6
Placer County,2018,May,2.7
Plumas County,2018,May,6.5
Riverside County,2018,May,3.8
Sacramento County,2018,May,3.3
San Benito County,2018,May,4.7
San Bernardino County,2018,May,3.6
San Diego County,2018,May,2.9
San Francisco County,2018,May,2.1
San Joaquin County,2018,May,5.4
San Luis Obispo County,2018,May,2.5
San Mateo County,2018,May,1.9
Santa Barbara County,2018,May,3.1
Santa Clara County,2018,May,2.3
Santa Cruz County,2018,May,4.4
Shasta County,2018,May,4.4
Sierra County,2018,May,4.9
Siskiyou County,2018,May,5.6
Solano County,2018,May,3.4
Sonoma County,2018,May,2.4
Stanislaus County,2018,May,6.0
Sutter County,2018,May,7.0
Tehama County,2018,May,5.2
Trinity County,2018,May,5.2
Tulare County,2018,May,8.6
Tuolumne County,2018,May,4.1
Ventura County,2018,May,3.1
Yolo County,2018,May,3.6
Yuba County,2018,May,5.6
Alameda County,2018,June,3.3
Alpine County,2018,June,5.9
Amador County,2018,June,4.1
Butte County,2018,June,5.3
Calaveras County,2018,June,4.0
Colusa County,2018,June,11.3
Contra Costa County,2018,June,3.4
Del Norte County,2018,June,5.5
El Dorado County,2018,June,3.8
Fresno County,2018,June,7.4
Glenn County,2018,June,6.8
Humboldt County,2018,June,3.8
Imperial County,2018,June,18.7
Inyo County,2018,June,3.8
Kern County,2018,June,8.5
Kings County,2018,June,8.1
Lake County,2018,June,5.2
Lassen County,2018,June,4.7
Los Angeles County,2018,June,4.9
Madera County,2018,June,7.1
Marin County,2018,June,2.6
Mariposa County,2018,June,4.7
Mendocino County,2018,June,3.9
Merced County,2018,June,8.5
Modoc County,2018,June,6.3
Mono County,2018,June,4.2
Monterey County,2018,June,5.0
Napa County,2018,June,2.9
Nevada County,2018,June,3.7
Orange County,2018,June,3.2
Placer County,2018,June,3.4
Plumas County,2018,June,6.2
Riverside County,2018,June,4.7
Sacramento County,2018,June,4.1
San Benito County,2018,June,5.1
San Bernardino County,2018,June,4.5
San Diego County,2018,June,3.6
San Francisco County,2018,June,2.6
San Joaquin County,2018,June,6.2
San Luis Obispo County,2018,June,3.2
San Mateo County,2018,June,2.4
Santa Barbara County,2018,June,3.8
Santa Clara County,2018,June,2.8
Santa Cruz County,2018,June,4.5
Shasta County,2018,June,5.0
Sierra County,2018,June,5.4
Siskiyou County,2018,June,6.0
Solano County,2018,June,4.1
Sonoma County,2018,June,3.0
Stanislaus County,2018,June,6.9
Sutter County,2018,June,7.2
Tehama County,2018,June,5.9
Trinity County,2018,June,5.4
Tulare County,2018,June,9.6
Tuolumne County,2018,June,4.7
Ventura County,2018,June,3.9
Yolo County,2018,June,4.3
Yuba County,2018,June,6.5
Alameda County,2018,July,3.2
Alpine County,2018,July,6.2
Amador County,2018,July,4.0
Butte County,2018,July,5.2
Calaveras County,2018,July,4.0
Colusa County,2018,July,10.7
Contra Costa County,2018,July,3.4
Del Norte County,2018,July,5.6
El Dorado County,2018,July,3.6
Fresno County,2018,July,7.3
Glenn County,2018,July,7.1
Humboldt County,2018,July,3.9
Imperial County,2018,July,20.4
Inyo County,2018,July,3.8
Kern County,2018,July,8.2
Kings County,2018,July,7.5
Lake County,2018,July,5.1
Lassen County,2018,July,4.5
Los Angeles County,2018,July,5.2
Madera County,2018,July,7.1
Marin County,2018,July,2.6
Mariposa County,2018,July,4.5
Mendocino County,2018,July,3.8
Merced County,2018,July,8.4
Modoc County,2018,July,6.3
Mono County,2018,July,4.0
Monterey County,2018,July,4.7
Napa County,2018,July,2.9
Nevada County,2018,July,3.6
Orange County,2018,July,3.2
Placer County,2018,July,3.3
Plumas County,2018,July,5.7
Riverside County,2018,July,4.8
Sacramento County,2018,July,4.1
San Benito County,2018,July,4.8
San Bernardino County,2018,July,4.5
San Diego County,2018,July,3.6
San Francisco County,2018,July,2.5
San Joaquin County,2018,July,6.1
San Luis Obispo County,2018,July,3.2
San Mateo County,2018,July,2.4
Santa Barbara County,2018,July,3.8
Santa Clara County,2018,July,2.8
Santa Cruz County,2018,July,4.3
Shasta County,2018,July,5.0
Sierra County,2018,July,5.5
Siskiyou County,2018,July,6.0
Solano County,2018,July,4.1
Sonoma County,2018,July,2.9
Stanislaus County,2018,July,6.8
Sutter County,2018,July,6.8
Tehama County,2018,July,6.1
Trinity County,2018,July,4.9
Tulare County,2018,July,9.8
Tuolumne County,2018,July,4.5
Ventura County,2018,July,3.9
Yolo County,2018,July,4.2
Yuba County,2018,July,6.4
Alameda County,2018,August,3.2
Alpine County,2018,August,5.4
Amador County,2018,August,3.9
Butte County,2018,August,4.9
Calaveras County,2018,August,3.9
Colusa County,2018,August,8.6
Contra Costa County,2018,August,3.3
Del Norte County,2018,August,5.6
El Dorado County,2018,August,3.6
Fresno County,2018,August,6.7
Glenn County,2018,August,6.4
Humboldt County,2018,August,3.7
Imperial County,2018,August,21.9
Inyo County,2018,August,3.7
Kern County,2018,August,7.4
Kings County,2018,August,6.8
Lake County,2018,August,5.1
Lassen County,2018,August,4.4
Los Angeles County,2018,August,5.1
Madera County,2018,August,6.4
Marin County,2018,August,2.6
Mariposa County,2018,August,5.5
Mendocino County,2018,August,3.8
Merced County,2018,August,7.3
Modoc County,2018,August,5.9
Mono County,2018,August,4.0
Monterey County,2018,August,4.4
Napa County,2018,August,2.8
Nevada County,2018,August,3.5
Orange County,2018,August,3.2
Placer County,2018,August,3.3
Plumas County,2018,August,5.2
Riverside County,2018,August,4.9
Sacramento County,2018,August,4.0
San Benito County,2018,August,4.5
San Bernardino County,2018,August,4.3
San Diego County,2018,August,3.5
San Francisco County,2018,August,2.5
San Joaquin County,2018,August,5.7
San Luis Obispo County,2018,August,3.2
San Mateo County,2018,August,2.4
Santa Barbara County,2018,August,3.7
Santa Clara County,2018,August,2.7
Santa Cruz County,2018,August,4.1
Shasta County,2018,August,4.8
Sierra County,2018,August,5.5
Siskiyou County,2018,August,5.6
Solano County,2018,August,4.0
Sonoma County,2018,August,2.8
Stanislaus County,2018,August,6.0
Sutter County,2018,August,6.0
Tehama County,2018,August,5.7
Trinity County,2018,August,4.6
Tulare County,2018,August,9.1
Tuolumne County,2018,August,4.4
Ventura County,2018,August,4.0
Yolo County,2018,August,4.0
Yuba County,2018,August,6.0
Alameda County,2018,September,2.9
Alpine County,2018,September,5.0
Amador County,2018,September,3.6
Butte County,2018,September,4.3
Calaveras County,2018,September,3.6
Colusa County,2018,September,7.5
Contra Costa County,2018,September,3.0
Del Norte County,2018,September,4.9
El Dorado County,2018,September,3.3
Fresno County,2018,September,6.0
Glenn County,2018,September,5.4
Humboldt County,2018,September,3.2
